"nid","title"
"2860","13h Präparieren einer Kavität, Füllen mit plastischem Füllmaterial einschließlich Unterfüllung, Anlegen einer Matrize oder die Benutzung anderer Hilfsmittel zur Formung der Füllung und Polieren; mehr als dreiflächige Kompositfüllung im Seitenzahnbereich"
"2868","95e Maßnahmen zum Wiederherstellen der Funktion von Brücken und provisorischen Brücken, Wiedereingliederung einer einflügeligen Adhäsivbrücke "
"2869","95f Maßnahmen zum Wiederherstellen der Funktion von Brücken und provisorischen Brücken, Wiedereingliederung einer zweiflügeligen Adhäsivbrücke"
"2871","FLA Fluoridlackanwendung zur Zahnschmelzhärtung"
"2872","FU 1a Früherkennungsuntersuchung vom 6. bis zum vollendeten 9. Lebensmonat"
"2873","FU 1b Früherkennungsuntersuchung vom 10. bis zum vollendeten 20. Lebensmonat"
"2874","FU 1c Früherkennungsuntersuchung vom 21. bis zum vollendeten 33. Lebensmonat"
"2875","FU Pr Praktische Anleitung der Betreuungspersonen zur Mundhygiene beim Kind"
"2878","7810 Wegegeld für eine Entfernung bis zu 2 Kilometern"
"2879","7811 Besuch bis 2 Kilometer bei Nacht (zwischen 20 - 8 Uhr)"
"2881","7820 Wegegeld, 2-5 km"
"2882","7821 Wegegeld, 2 - 5 km, bei Nacht (zwischen 20 - 8 Uhr)"
"2883","7830 Wegegeld, 5 - 10 km"
"2884","7831, Wegegeld 5 - 10 km, Nacht (zwischen 20 - 8 Uhr)"
"2885","7840, Wegegeld 10 - 25 km"
"2886","7841, Wegegeld, 10 - 25 km, Nacht (zwischen 20 - 8 Uhr)"
"2887","7928, Reisekosten >25 km Abwesenheit bis zu 8 Stunden"
"2888","7929, Reisekosten >25 km, Abwesenheit >8 Stunden"
"2889","7930 Übernachtungskosten"
"2895","VS Videosprechstunde"
"2896","VFKa Videofallkonferenz mit an der Versorgung des Versicherten beteiligten Pflege- und Unterstützungspersonen bezüglich eines Versicherten"
"2897","VFKb Videofallkonferenz mit an der Versorgung des Versicherten beteiligten Pflege- und Unterstützungspersonen bezüglich jedes weiteren Versicherten in unmittelbarem zeitlichen Zusammenhang"
"2898","181b Konsiliarische Erörterung mit Ärzten und Zahnärzten im Rahmen eines Telekonsils"
"2899","182b Konsiliarische Erörterung mit Ärzten und Zahnärzten im Rahmen eines Kooperationsvertrags nach § 119b Abs. 1 SGB V im Rahmen eines Telekonsils"
"2900","TZ Technikzuschlag für Videosprechstunde, Videofallkonferenz oder Videokonsil"
"2925","ATG Parodontologisches Aufklärungs- und Therapiegespräch "
"2926","MHU Patientenindividuelle Mundhygieneunterweisung"
"2927","AITa Antiinfektiöse Therapie, je behandeltem einwurzeligen Zahn"
"2928","AITb Antiinfektiöse Therapie, je behandeltem mehrwurzeligen Zahn"
"2929","BEVa Befundevaluation nach AIT"
"2930","BEVb Befundevaluation nach CPT"
"2931","CPTa Chirurgische Therapie, je behandeltem einwurzeligen Zahn"
"2932","CPTb Chirurgische Therapie, je behandeltem mehrwurzeligen Zahn"
"2933","UPTa Unterstützende Parodontitistherapie/Mundhygienekontrolle"
"2934","UPTb Unterstützende Parodontitistherapie/Mundhygieneunterweisung"
"2935","UPTc Unterstützende Parodontitistherapie/supragingivale und gingivale Reinigung aller Zähne von anhaftenden Biofilmen und Belägen"
"2936","UPTd Unterstützende Parodontitistherapie/Messung von Sondierungsbluten, Sondierungstiefen bei Versicherten mit Grad B und Grad C"
"2937","UPTe Unterstützende Parodontitistherapie/Subgingivale Instumentierung"
"2938","UPTf Unterstützende Parodontitistherapie/Subgingivale Instumentierung"
"2939","UPTg Unterstützende Parodontitistherapie/ Untersuchung des Parodontalzustands"
"2967","UP1 Untersuchung zur Versorgung mit einer Unterkieferprotrusionsschiene einschließlich Beratung"
"2968","UP2 Abformung und dreidimensionale Registrierung der Startprotrusionsposition"
"2969","UP3 Eingliedern einer Unterkieferprotrusionsschiene"
"2970","UP4 Nachadaption des Protrusionsgrads"
"2971","UP5a Kontrollbehandlung, ggf. mit einfachen Korrekturen der UP"
"2972","UP5b Kontrollbehandlung, mit Einschleifen der Stütz- und Gleitzonen einer UP"
"2973","UP5c Kontrollbehandlung mit Aufbau der Stütz- und Gleitzonen einer UP"
"2975","UP6a Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer Unterkieferprotrusionsschiene kleinen Umfanges (ohne Abformung)"
"2976","UP6b Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer Unterkieferprotrusionsschiene größeren Umfanges mit Abformung"
"2977","UP6c Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer Unterkieferprotrusionsschiene, Teilunterfütterung einer Unterkieferprotrusionsschiene "
"2978","UP6d Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer Unterkieferprotrusionsschiene,Wiederherstellung eines einzelnen oder mehrerer Halte- oder Stützvorrichtungen"
"2979","UP6e Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer Unterkieferprotrusionsschiene, Wiederherstellung eines einzelnen oder mehrerer Protrusionselemente"
"2987","eMP Aktualisierung elektronischer Medikationsplan"
"2988","NFD Aktualisierung eines Notfalldatensatzes"
"2989","ePA2 Aktualisierung einer elektronischen Patientenakte"
"3001","Erstbefüllung der elektronischen Patientenakte"
"3078","Vereinbarug gem. §28 Abs. 2 SGB V "
"3103","§62 des Asylverfahrensgesetzes "
